"directors","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","averageRating","numVotes","writers","primaryName","birthYear","deathYear","primaryProfession","knownForTitles","director_writer_pair"
"nm0068007","tt1426577","tvEpisode","Nobody Messes with Tony the Throat","Nobody Messes with Tony the Throat","0","2009",NA,"29","Comedy",6.1,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626007","tvEpisode","Magic and the Morris Minor","Magic and the Morris Minor","0","2000",NA,"29","Comedy",7.8,37,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0625975","tvEpisode","Beware of Laughing at Nora's Hats","Beware of Laughing at Nora's Hats","0","2004",NA,"29","Comedy",7.7,29,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839112","tvEpisode","The Genuine Outdoors Robin Hood Barbi","The Genuine Outdoors Robin Hood Barbi","0","2006",NA,"29","Comedy",7.2,25,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1421201","tvEpisode","Some Adventures of the Inventor of the Mother Stitch","Some Adventures of the Inventor of the Mother Stitch","0","2009",NA,"29","Comedy",6,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626043","tvEpisode","Things to Do When Your Wife Runs Off with a Turkish Waiter","Things to Do When Your Wife Runs Off with a Turkish Waiter","0","2004",NA,"29","Comedy",7,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0625974","tvEpisode","Barry Becomes a Psychopathic Killer But Only Part Time","Barry Becomes a Psychopathic Killer But Only Part Time","0","2004",NA,"29","Comedy",6.9,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626025","tvEpisode","The Frenchies Are Coming","The Frenchies Are Coming","0","2003",NA,"29","Comedy",6.8,26,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839025","tvEpisode","Available for Weddings","Available for Weddings","0","2005",NA,"29","Comedy",7.5,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1262294","tvEpisode","Is Jeremy Quite Safe?","Is Jeremy Quite Safe?","0","2008",NA,"29","Comedy",7.2,30,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626017","tvEpisode","Surprise at Throstlenest","Surprise at Throstlenest","0","2000",NA,"29","Comedy",8.7,45,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0625971","tvEpisode","All of a Florrie","All of a Florrie","0","2003",NA,"29","Comedy",7.2,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0820229","tvEpisode","Mervyn Would Be Proud","Mervyn Would Be Proud","0","2002",NA,"29","Comedy",7,23,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839027","tvEpisode","Barry in Danger from Reading and Aunt Jessie","Barry in Danger from Reading and Aunt Jessie","0","2006",NA,"29","Comedy",7.3,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1124775","tvEpisode","The Crowcroft Challenge","The Crowcroft Challenge","0","2007",NA,"29","Comedy",7.7,30,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626014","tvEpisode","Spores","Spores","0","2004",NA,"29","Comedy",7.1,31,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0625972","tvEpisode","An Apple a Day","An Apple a Day","0","2004",NA,"29","Comedy",7.4,30,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1426575","tvEpisode","Goodnight Sweet Ferret","Goodnight Sweet Ferret","0","2009",NA,"29","Comedy",7.4,30,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1268665","tvEpisode","Eva's Back in Town","Eva's Back in Town","0","2008",NA,NA,"Comedy",8.1,33,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1286700","tvEpisode","Get Out of That, Then","Get Out of That, Then","0","2008",NA,"29","Comedy",7.3,30,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1693420","tvEpisode","How Not to Cry at Weddings","How Not to Cry at Weddings","0","2010",NA,"29","Comedy",7,35,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839142","tvEpisode","Watching the Clock","Watching the Clock","0","2005",NA,"29","Comedy",7.2,26,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1262292","tvEpisode","All That Glitters Is Not Elvis","All That Glitters Is Not Elvis","0","2008",NA,"29","Comedy",7.3,29,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626045","tvEpisode","Waggoners Roll","Waggoners Roll","0","2000",NA,"29","Comedy",7,24,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1115342","tvEpisode","What Happened to the Horse?","What Happened to the Horse?","0","2007",NA,"29","Comedy",7.3,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0795135","tvEpisode","Oh Look! Mitzi's Found Her Mummy","Oh Look! Mitzi's Found Her Mummy","0","2006",NA,"29","Comedy",7.5,24,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1115340","tvEpisode","The Second Stag Night of Doggy Wilkinson","The Second Stag Night of Doggy Wilkinson","0","2007",NA,"29","Comedy",7,31,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1115339","tvEpisode","Sinclair and the Wormley Witches","Sinclair and the Wormley Witches","0","2007",NA,"29","Comedy",7,24,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0817390","tvEpisode","A Brief Excursion in the Fast Lane","A Brief Excursion in the Fast Lane","0","2002",NA,"29","Comedy",7.5,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1122331","tvEpisode","Will the Nearest Alien Please Come In","Will the Nearest Alien Please Come In","0","2007",NA,"29","Comedy",7,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626048","tvEpisode","Who's That with Barry and Glenda? - It's Not Barry and Glenda","Who's That with Barry and Glenda? - It's Not Barry and Glenda","0","2004",NA,"29","Comedy",7.3,30,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626006","tvEpisode","Lipstick and Other Problems","Lipstick and Other Problems","0","2000",NA,"29","Comedy",7.7,30,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1122330","tvEpisode","Elegy for Small Creature and Clandestine Trackbike","Elegy for Small Creature and Clandestine Trackbike","0","2007",NA,"29","Comedy",7.5,25,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839060","tvEpisode","Has Anyone Seen Barry's Midlife Crisis?","Has Anyone Seen Barry's Midlife Crisis?","0","2006",NA,"29","Comedy",7.1,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1693421","tvEpisode","The Rights of Man (Except for Howard)","The Rights of Man (Except for Howard)","0","2010",NA,"29","Comedy",7.3,33,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0799173","tvEpisode","Enter the Hawk","Enter the Hawk","0","2001",NA,"29","Comedy",6.9,23,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626039","tvEpisode","The Secret Birthday of Norman Clegg","The Secret Birthday of Norman Clegg","0","2003",NA,NA,"Comedy",7.7,29,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626002","tvEpisode","It All Began with an Old Volvo Headlamp","It All Began with an Old Volvo Headlamp","0","2002",NA,"29","Comedy",7.6,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626032","tvEpisode","The Missing Bus of Mrs Avery","The Missing Bus of Mrs Avery","0","2001",NA,"29","Comedy",7.4,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0625968","tvEpisode","A Pick-up of the Later Ming Dynasty","A Pick-up of the Later Ming Dynasty","0","2003",NA,NA,"Comedy",7,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1693419","tvEpisode","Happy Camping","Happy Camping","0","2010",NA,"29","Comedy",6.7,32,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1115341","tvEpisode","Variations on a Theme of Road Rage","Variations on a Theme of Road Rage","0","2007",NA,"29","Comedy",7.2,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626029","tvEpisode","The Man Who Invented Yorkshire Funny Stuff","The Man Who Invented Yorkshire Funny Stuff","0","2003",NA,"29","Comedy",7,26,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0955180","tvEpisode","Merry Entwistle and Jackson Day","Merry Entwistle and Jackson Day","0","2005",NA,"29","Comedy",7.4,20,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1115337","tvEpisode","In Which Howard Gets Double Booked","In Which Howard Gets Double Booked","0","2007",NA,"29","Comedy",7.1,25,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839061","tvEpisode","Has Anyone Seen a Peruvian Wart?","Has Anyone Seen a Peruvian Wart?","0","2005",NA,"29","Comedy",7.3,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839138","tvEpisode","Under the Rug","Under the Rug","0","2000",NA,"29","Comedy",7.6,30,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839104","tvEpisode","The Art of the Shorts Story","The Art of the Shorts Story","0","2001",NA,"29","Comedy",6.9,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626005","tvEpisode","Last Post and Pigeon","Last Post and Pigeon","0","2000",NA,"59","Comedy",8.3,43,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1693418","tvEpisode","Behind Every Bush There Is Not Necessarily a Howard","Behind Every Bush There Is Not Necessarily a Howard","0","2010",NA,NA,"Comedy",7.6,35,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0625992","tvEpisode","From Here to Paternity","From Here to Paternity","0","2000",NA,"29","Comedy",7.4,31,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0625973","tvEpisode","Ancient Eastern Wisdom - An Introduction","Ancient Eastern Wisdom - An Introduction","0","2003",NA,"29","Comedy",6.9,26,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839098","tvEpisode","Some Vans Can Make You Deaf","Some Vans Can Make You Deaf","0","2000",NA,"29","Comedy",7.2,30,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839103","tvEpisode","The Afterthoughts of a Co-op Manager","The Afterthoughts of a Co-op Manager","0","2005",NA,"29","Comedy",7.1,26,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1257776","tvEpisode","Will the Genuine Racer Please Stand Up?","Will the Genuine Racer Please Stand Up?","0","2008",NA,"29","Comedy",7.7,30,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0789502","tvEpisode","A Musical Passing for a Miserable Muscroft","A Musical Passing for a Miserable Muscroft","0","2002",NA,NA,"Comedy",7.2,20,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0625967","tvEpisode","A Hair of the Blonde That Bit You","A Hair of the Blonde That Bit You","0","2001",NA,NA,"Comedy",6.8,23,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0763196","tvEpisode","Yours Truly - If You're Not Careful","Yours Truly - If You're Not Careful","0","2004",NA,"29","Comedy",7,26,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839139","tvEpisode","Variations on a Theme of the Widow Winstanley","Variations on a Theme of the Widow Winstanley","0","2004",NA,"29","Comedy",6.9,22,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626000","tvEpisode","I Didn't Know Barry Could Play","I Didn't Know Barry Could Play","0","2000",NA,"29","Comedy",7,26,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1276633","tvEpisode","The Mischievous Tinkle in Howard's Eyes","The Mischievous Tinkle in Howard's Eyes","0","2008",NA,"29","Comedy",7.2,25,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0824571","tvEpisode","A Chaise Longue Too Far","A Chaise Longue Too Far","0","2002",NA,"29","Comedy",7.6,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839019","tvEpisode","A Short Blast of Fred Astaire","A Short Blast of Fred Astaire","0","2003",NA,"29","Comedy",7.9,21,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1283309","tvEpisode","It's Never Ten Years","It's Never Ten Years","0","2008",NA,"29","Comedy",7.8,37,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0625988","tvEpisode","Elegy for Fallen Wellies","Elegy for Fallen Wellies","0","2000",NA,"29","Comedy",8.8,62,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626027","tvEpisode","The Lair of the Cat Creature","The Lair of the Cat Creature","0","2003",NA,"29","Comedy",7.5,32,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1426776","tvEpisode","Will Howard Cross the Atlantic Single Handed?","Will Howard Cross the Atlantic Single Handed?","0","2009",NA,"29","Comedy",6.1,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839153","tvEpisode","Who's That Merry Man with Billy, Then?","Who's That Merry Man with Billy, Then?","0","2006",NA,"29","Comedy",7.5,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0820329","tvEpisode","The Incredible Ordeal of Norman Clegg","The Incredible Ordeal of Norman Clegg","0","2002",NA,"29","Comedy",7.2,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1341553","tvEpisode","I Was a Hitman for Primrose Dairies","I Was a Hitman for Primrose Dairies","0","2008",NA,"29","Comedy",6.3,33,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0820228","tvEpisode","Beware of the Hot Dog","Beware of the Hot Dog","0","2002",NA,"29","Comedy",7.2,26,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626001","tvEpisode","In Which Gavin Hinchcliffe Loses the Gulf Stream","In Which Gavin Hinchcliffe Loses the Gulf Stream","0","2003",NA,"29","Comedy",7.2,26,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839155","tvEpisode","Who's That Talking to Lenny?","Who's That Talking to Lenny?","0","2006",NA,"29","Comedy",7.2,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0626026","tvEpisode","The General's Greatest Battle","The General's Greatest Battle","0","2004",NA,"29","Comedy",7.4,34,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839067","tvEpisode","How to Remove a Cousin","How to Remove a Cousin","0","2006",NA,"29","Comedy",7.1,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt1273046","tvEpisode","In Which Romance Isn't Dead - Just Incompetent","In Which Romance Isn't Dead - Just Incompetent","0","2008",NA,"29","Comedy",7.5,25,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839076","tvEpisode","Little Orphan Howard","Little Orphan Howard","0","2005",NA,"29","Comedy",7.3,27,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
"nm0068007","tt0839154","tvEpisode","Who's That Mouse in the Poetry Group?","Who's That Mouse in the Poetry Group?","0","2005",NA,"29","Comedy",7.7,28,"nm0164983","Alan J.W. Bell","1937",NA,"director,producer,editor","tt0075568,tt0069602,tt0174882,tt0135091","nm0068007 - nm0164983"
